code,name,type
9656,ETRF2000-PL + Baltic 1986 height,Compound CRS
9657,ETRF2000-PL + EVRF2007-PL height,Compound CRS
9663,EH2000 height,Vertical CRS
9666,LAS07 height,Vertical CRS
9669,BGS2005 height,Vertical CRS
9672,CD Norway depth,Vertical CRS
9674,NAD83 / USFS R6 Albers,Projected CRS
9675,Pago Pago 2020 height,Vertical CRS
9678,Gulshan 303 / Bangladesh Transverse Mercator,Projected CRS
9680,WGS 84 / TM 90 NE,Projected CRS
9681,NVD 1992 height,Vertical CRS
9694,REDGEOMIN,Geocentric CRS
9695,REDGEOMIN,Geographic 3D CRS
9696,REDGEOMIN,Geographic 2D CRS
9697,REDGEOMIN / UTM zone 12S,Projected CRS
9698,REDGEOMIN / UTM zone 18S,Projected CRS
9699,REDGEOMIN / UTM zone 19S,Projected CRS
9700,ETRF2000-PL,Geocentric CRS
9701,ETRF2000-PL,Geographic 3D CRS
9702,ETRF2000-PL,Geographic 2D CRS
9705,WGS 84 + MSL height,Compound CRS
9707,WGS 84 + EGM96 height,Compound CRS
9709,NAD83(CSRS) / UTM zone 23N,Projected CRS
9711,NAD83(CSRS) / UTM zone 23N + CGVD2013 height,Compound CRS
9712,NAD83 / UTM zone 24N,Projected CRS
9713,NAD83(CSRS) / UTM zone 24N,Projected CRS
9714,NAD83(CSRS) / UTM zone 24N + CGVD2013 height,Compound CRS
9715,NAD83(CSRS) / UTM zone 15N + CGVD2013a(2010) height,Compound CRS
9716,IGM95 / UTM zone 34N,Projected CRS
9721,Catania 1965 height,Vertical CRS
9722,Cagliari 1956 height,Vertical CRS
9723,ETRS89 + Genoa 1942 height,Compound CRS
9724,ETRS89 + Catania 1965 height,Compound CRS
9725,ETRS89 + Cagliari 1956 height,Compound CRS
9739,EOS21-IRF,Geographic 2D CRS
9741,EOS21 Grid,Projected CRS
9742,EOS21 Grid + ODN height,Compound CRS
9748,NAD83(2011) / Alabama East (ftUS),Projected CRS
9749,NAD83(2011) / Alabama West (ftUS),Projected CRS
9753,WGS 84 (G2139),Geocentric CRS
9754,WGS 84 (G2139),Geographic 3D CRS
9755,WGS 84 (G2139),Geographic 2D CRS
9758,ECML14_NB-IRF,Geographic 2D CRS
9761,ECML14_NB Grid,Projected CRS
9762,ECML14_NB Grid + ODN height,Compound CRS
9763,EWR2-IRF,Geographic 2D CRS
9766,EWR2 Grid,Projected CRS
9767,EWR2 Grid + ODN height,Compound CRS
9775,RGF93 v2,Geocentric CRS
9776,RGF93 v2,Geographic 3D CRS
9777,RGF93 v2,Geographic 2D CRS
9778,RGF93 v2 (lon-lat),Geographic 3D CRS
9779,RGF93 v2 (lon-lat),Geographic 2D CRS
9780,RGF93 v2b,Geocentric CRS
9781,RGF93 v2b,Geographic 3D CRS
9782,RGF93 v2b,Geographic 2D CRS
9783,RGF93 v2b (lon-lat),Geographic 3D CRS
9784,RGF93 v2b (lon-lat),Geographic 2D CRS
9785,RGF93 v2b + NGF-IGN69 height,Compound CRS
9793,RGF93 v2 / Lambert-93,Projected CRS
9794,RGF93 v2b / Lambert-93,Projected CRS
9821,UCS-2000 / LCS-32 Kyiv region,Projected CRS
9822,RGF93 v2 / CC42,Projected CRS
9823,RGF93 v2 / CC43,Projected CRS
9824,RGF93 v2 / CC44,Projected CRS
9825,RGF93 v2 / CC45,Projected CRS
9826,RGF93 v2 / CC46,Projected CRS
9827,RGF93 v2 / CC47,Projected CRS
9828,RGF93 v2 / CC48,Projected CRS
9829,RGF93 v2 / CC49,Projected CRS
9830,RGF93 v2 / CC50,Projected CRS
9831,UCS-2000 / LCS-01 Crimea,Projected CRS
9832,UCS-2000 / LCS-05 Vinnytsia,Projected CRS
9833,UCS-2000 / LCS-07 Volyn,Projected CRS
9834,UCS-2000 / LCS-12 Dnipropetrovsk,Projected CRS
9835,UCS-2000 / LCS-14 Donetsk,Projected CRS
9836,UCS-2000 / LCS-18 Zhytomyr,Projected CRS
9837,UCS-2000 / LCS-21 Zakarpattia,Projected CRS
9838,UCS-2000 / LCS-23 Zaporizhzhia,Projected CRS
9839,UCS-2000 / LCS-26 Ivano-Frankivsk,Projected CRS
9840,UCS-2000 / LCS-35 Kirovohrad,Projected CRS
9841,UCS-2000 / LCS-44 Luhansk,Projected CRS
9842,RGF93 v2b / CC42,Projected CRS
9843,RGF93 v2b / CC43,Projected CRS
9844,RGF93 v2b / CC44,Projected CRS
9845,RGF93 v2b / CC45,Projected CRS
9846,RGF93 v2b / CC46,Projected CRS
9847,RGF93 v2b / CC47,Projected CRS
9848,RGF93 v2b / CC48,Projected CRS
9849,RGF93 v2b / CC49,Projected CRS
9850,RGF93 v2b / CC50,Projected CRS
9851,UCS-2000 / LCS-46 Lviv,Projected CRS
9852,UCS-2000 / LCS-48 Mykolaiv,Projected CRS
9853,UCS-2000 / LCS-51 Odessa,Projected CRS
9854,UCS-2000 / LCS-53 Poltava,Projected CRS
9855,UCS-2000 / LCS-56 Rivne,Projected CRS
9856,UCS-2000 / LCS-59 Sumy,Projected CRS
9857,UCS-2000 / LCS-61 Ternopil,Projected CRS
9858,UCS-2000 / LCS-63 Kharkiv,Projected CRS
9859,UCS-2000 / LCS-65 Kherson,Projected CRS
9860,UCS-2000 / LCS-68 Khmelnytsky,Projected CRS
9861,UCS-2000 / LCS-71 Cherkasy,Projected CRS
9862,UCS-2000 / LCS-73 Chernivtsi,Projected CRS
9863,UCS-2000 / LCS-74 Chernihiv,Projected CRS
9864,UCS-2000 / LCS-80 Kyiv city,Projected CRS
9865,UCS-2000 / LCS-85 Sevastopol,Projected CRS
9866,MRH21-IRF,Geographic 2D CRS
9869,MRH21 Grid,Projected CRS
9870,MRH21 Grid + ODN height,Compound CRS
9871,MOLDOR11-IRF,Geographic 2D CRS
9874,PNG94 / PNGMG94 zone 57,Projected CRS
9875,PNG94 / PNGMG94 zone 58,Projected CRS
9880,MOLDOR11 Grid,Projected CRS
9881,MOLDOR11 Grid + ODN height,Compound CRS
9883,ETRS89 + CD Norway depth,Compound CRS
9892,LUREF,Geocentric CRS
9893,LUREF,Geographic 3D CRS
9895,LUREF / Luxembourg TM (3D),Projected CRS
9897,LUREF / Luxembourg TM + NG95 height,Compound CRS
9907,ETRS89 + Ostend height,Compound CRS
9920,OSGB36 / British National Grid + BI height,Compound CRS
9922,ETRS89 / ITM + BI height,Compound CRS
9923,GNTRANS height,Vertical CRS
9924,ETRS89 + DHHN2016 height,Compound CRS
9927,GNTRANS2016 height,Vertical CRS
9928,DB_REF2003 zone 2,Compound CRS
9929,DB_REF2003 zone 3,Compound CRS
9930,DB_REF2003 zone 4,Compound CRS
9931,DB_REF2003 zone 5,Compound CRS
9932,DB_REF2016 zone 2,Compound CRS
9933,DB_REF2016 zone 3,Compound CRS
9934,DB_REF2016 zone 4,Compound CRS
9935,DB_REF2016 zone 5,Compound CRS
9939,EBBWV14-IRF,Geographic 2D CRS
9943,EBBWV14 Grid,Projected CRS
9944,EBBWV14 Grid + ODN height,Compound CRS
9945,Macedonia State Coordinate System truncated,Projected CRS
9947,ISN2004 / LAEA Iceland,Projected CRS
9948,ISN93 + ISH2004 height,Compound CRS
9949,ISN2004 + ISH2004 height,Compound CRS
9950,ISN2016 + ISH2004 height,Compound CRS
9951,ISN93 / Lambert 1993 + ISH2004 height,Compound CRS
9952,ISN2004 / Lambert 2004 + ISH2004 height,Compound CRS
9953,ISN2016 / Lambert 2016 + ISH2004 height,Compound CRS
9964,HULLEE13-IRF,Geographic 2D CRS
9967,HULLEE13 Grid,Projected CRS
9968,HULLEE13 Grid + ODN height,Compound CRS
9969,SCM22-IRF,Geographic 2D CRS
9972,SCM22 Grid,Projected CRS
9973,SCM22 Grid + ODN height,Compound CRS
9974,FNL22-IRF,Geographic 2D CRS
9977,FNL22 Grid,Projected CRS
9978,FNL22 Grid + ODN height,Compound CRS
9988,ITRF2020,Geocentric CRS
9989,ITRF2020,Geographic 3D CRS
9990,ITRF2020,Geographic 2D CRS
10150,MSL UK & Ireland VORF08 depth,Vertical CRS
10151,CD UK & Ireland VORF08 depth,Vertical CRS
10156,ETRS89 + MSL UK & Ireland VORF08 depth,Compound CRS
10157,ETRS89 + CD UK & Ireland VORF08 depth,Compound CRS
10158,S34J-IRF,Geographic 2D CRS
10160,S34J reconstruction east-orientated,Projected CRS
10162,JGD2011 / Japan Plane Rectangular CS I + JGD2011 (vertical) height,Compound CRS
10163,JGD2011 / Japan Plane Rectangular CS II + JGD2011 (vertical) height,Compound CRS
10164,JGD2011 / Japan Plane Rectangular CS III + JGD2011 (vertical) height,Compound CRS
10165,JGD2011 / Japan Plane Rectangular CS IV + JGD2011 (vertical) height,Compound CRS
10166,JGD2011 / Japan Plane Rectangular CS V + JGD2011 (vertical) height,Compound CRS
10167,JGD2011 / Japan Plane Rectangular CS VI + JGD2011 (vertical) height,Compound CRS
10168,JGD2011 / Japan Plane Rectangular CS VII + JGD2011 (vertical) height,Compound CRS
10169,JGD2011 / Japan Plane Rectangular CS VIII + JGD2011 (vertical) height,Compound CRS
10170,JGD2011 / Japan Plane Rectangular CS IX + JGD2011 (vertical) height,Compound CRS
10171,JGD2011 / Japan Plane Rectangular CS X + JGD2011 (vertical) height,Compound CRS
10172,JGD2011 / Japan Plane Rectangular CS XI + JGD2011 (vertical) height,Compound CRS
10173,JGD2011 / Japan Plane Rectangular CS XII + JGD2011 (vertical) height,Compound CRS
10174,JGD2011 / Japan Plane Rectangular CS XIII + JGD2011 (vertical) height,Compound CRS
10175,DoPw22-IRF,Geographic 2D CRS
10176,IGS20,Geocentric CRS
10177,IGS20,Geographic 3D CRS
10178,IGS20,Geographic 2D CRS
10183,DoPw22 Grid,Projected CRS
10184,DoPw22 Grid + ODN height,Compound CRS
10185,ShAb07-IRF,Geographic 2D CRS
10188,ShAb07 Grid,Projected CRS
10189,ShAb07 Grid + ODN height,Compound CRS
10190,NGA 2022 height,Vertical CRS
10191,CNH22-IRF,Geographic 2D CRS
10194,CNH22 Grid,Projected CRS
10195,CNH22 Grid + ODN height,Compound CRS
10196,CWS13-IRF,Geographic 2D CRS
10199,CWS13 Grid,Projected CRS
10200,CWS13 Grid + ODN height,Compound CRS
10204,DIBA15-IRF,Geographic 2D CRS
10207,DIBA15 Grid,Projected CRS
10208,DIBA15 Grid + ODN height,Compound CRS
10209,GWPBS22-IRF,Geographic 2D CRS
10212,GWPBS22 Grid,Projected CRS
10213,GWPBS22 Grid + ODN height,Compound CRS
10214,GWWAB22-IRF,Geographic 2D CRS
10217,GWWAB22 Grid,Projected CRS
10218,GWWAB22 Grid + ODN height,Compound CRS
10219,GWWWA22-IRF,Geographic 2D CRS
10222,GWWWA22 Grid,Projected CRS
10223,GWWWA22 Grid + ODN height,Compound CRS
10224,MALS09-IRF,Geographic 2D CRS
10227,MALS09 Grid,Projected CRS
10228,MALS09 Grid + ODN height,Compound CRS
10229,OxWo08-IRF,Geographic 2D CRS
10235,OxWo08 Grid,Projected CRS
10236,OxWo08 Grid + ODN height,Compound CRS
10237,SYC20-IRF,Geographic 2D CRS
10240,SYC20 Grid,Projected CRS
10241,SYC20 Grid + ODN height,Compound CRS
10245,Slovenia 1996 + SVS2010 height,Compound CRS
10246,Slovenia 1996 / Slovene National Grid + SVS2010 height,Compound CRS
10249,S34S-IRF,Geographic 2D CRS
10250,S34S reconstruction east-orientated,Projected CRS
10252,S45B-IRF,Geographic 2D CRS
10254,S45B reconstruction east-orientated,Projected CRS
10256,GS-IRF,Geographic 2D CRS
10258,GS reconstruction east-orientated,Projected CRS
10260,GSB-IRF,Geographic 2D CRS
10262,GSB reconstruction east-orientated,Projected CRS
10265,KK-IRF,Geographic 2D CRS
10266,KK reconstruction east-orientated,Projected CRS
10268,Ostenfeld-IRF,Geographic 2D CRS
10270,Ostenfeld reconstruction,Projected CRS
10272,SMITB20-IRF,Geographic 2D CRS
10275,SMITB20 Grid,Projected CRS
10276,SMITB20 Grid + ODN height,Compound CRS
10277,RBEPP12-IRF,Geographic 2D CRS
10280,RBEPP12 Grid,Projected CRS
10281,RBEPP12 Grid + ODN height,Compound CRS
10282,ETRS89/DREF91/2016,Geocentric CRS
10283,ETRS89/DREF91/2016,Geographic 3D CRS
10284,ETRS89/DREF91/2016,Geographic 2D CRS
10285,ETRS89/DREF91/2016 / 3-degree Gauss-Kruger zone 3,Projected CRS
10286,ETRS89/DREF91/2016 / UTM zone 31N (N-zE),Projected CRS
10287,ETRS89/DREF91/2016 / UTM zone 31N (zE-N),Projected CRS
10288,ETRS89/DREF91/2016 / UTM zone 32N (N-zE),Projected CRS
10289,ETRS89/DREF91/2016 / UTM zone 32N (zE-N),Projected CRS
10290,ETRS89/DREF91/2016 / UTM zone 33N (N-zE),Projected CRS
10291,ETRS89/DREF91/2016 / UTM zone 33N (zE-N),Projected CRS
10293,ETRS89/DREF91/2016 + DHHN2016 height,Compound CRS
10297,RGSH2020,Geocentric CRS
10298,RGSH2020,Geographic 3D CRS
10299,RGSH2020,Geographic 2D CRS
10300,RGNC91-93 (lon-lat),Geographic 3D CRS
10303,LKS-2020,Geocentric CRS
10304,LKS-2020,Geographic 3D CRS
10305,LKS-2020,Geographic 2D CRS
10306,LKS-2020 / Latvia TM,Projected CRS
10307,RGNC91-93 (lon-lat),Geographic 2D CRS
10308,RGNC15,Geocentric CRS
10309,RGNC15,Geographic 3D CRS
10310,RGNC15,Geographic 2D CRS
10311,RGNC15 (lon-lat),Geographic 3D CRS
10312,RGNC15 (lon-lat),Geographic 2D CRS
10314,RGNC15 / Lambert New Caledonia 2015,Projected CRS
10315,RGNC15 / UTM zone 57S,Projected CRS
10316,RGNC15 / UTM zone 58S,Projected CRS
10317,RGNC15 / UTM zone 59S,Projected CRS
10318,RGNC15 (lon-lat) + NGNC08 height,Compound CRS
10326,BH_ETRS89,Geocentric CRS
10327,BH_ETRS89,Geographic 3D CRS
10328,BH_ETRS89,Geographic 2D CRS
10329,BH_ETRS89 / TM,Projected CRS
10345,Hughes 1980,Geographic 2D CRS
10346,NSIDC Authalic Sphere,Geographic 2D CRS
10349,ZH Portugal depth,Vertical CRS
10352,Formentera height,Vertical CRS
10353,Alboran height,Vertical CRS
10354,Melilla height,Vertical CRS
10355,ETRS89 + Formentera height,Compound CRS
10356,ETRS89 + Alboran height,Compound CRS
10357,ETRS89 + Melilla height,Compound CRS
10364,Cascais depth,Vertical CRS
10365,KGD2002 + KVD1964 height,Compound CRS
10370,Cais da Pontinha depth,Vertical CRS
10371,Cais da Vila depth,Vertical CRS
10372,Santa Cruz das Flores depth,Vertical CRS
10373,Horta depth,Vertical CRS
10374,Cais da Madalena depth,Vertical CRS
10375,Cais das Velas depth,Vertical CRS
10376,Santa Cruz da Graciosa depth,Vertical CRS
10377,Cais da Figueirinha depth,Vertical CRS
10378,Ponta Delgada depth,Vertical CRS
10379,Cais da Vila do Porto depth,Vertical CRS
10412,NAD83(CSRS)v8,Geocentric CRS
10413,NAD83(CSRS)v8,Geographic 3D CRS
10414,NAD83(CSRS)v8,Geographic 2D CRS
10448,GDA94 / ALB94,Projected CRS
10449,GDA94 / BIO94,Projected CRS
10450,GDA94 / BRO94,Projected CRS
10451,GDA94 / BCG94,Projected CRS
10452,GDA94 / CARN94,Projected CRS
10453,GDA94 / COL94,Projected CRS
10454,GDA94 / ESP94,Projected CRS
10455,GDA94 / EXM94,Projected CRS
10456,GDA94 / GCG94,Projected CRS
10457,GDA94 / GOLD94,Projected CRS
10458,GDA94 / JCG94,Projected CRS
10459,GDA94 / KALB94,Projected CRS
10460,GDA94 / KAR94,Projected CRS
10461,GDA94 / KUN94,Projected CRS
10462,GDA94 / LCG94,Projected CRS
10463,GDA94 / MRCG94,Projected CRS
10464,GDA94 / PCG94,Projected CRS
10465,GDA94 / PHG94,Projected CRS
10468,COV23-IRF,Geographic 2D CRS
10471,COV23 Grid,Projected CRS
10472,COV23 Grid + ODN height,Compound CRS
10473,BBT2000,Geocentric CRS
10474,BBT2000,Geographic 3D CRS
10475,BBT2000,Geographic 2D CRS
10477,BBT2000 / BBT-TM,Projected CRS
10481,NAD83 / TWDB GM,Projected CRS
10482,DVR90(2000) height,Vertical CRS
10483,DVR90(2002) height,Vertical CRS
10484,DVR90(2013) height,Vertical CRS
10485,DVR90(2023) height,Vertical CRS
10486,ETRS89 + DVR90(2002) height,Compound CRS
10487,ETRS89 + DVR90(2013) height,Compound CRS
10488,ETRS89 + DVR90(2023) height,Compound CRS
10497,RGF93 v2 / Lambert-93 + NGF-IGN69 height,Compound CRS
10498,RGF93 v2 / Lambert-93 + NGF-IGN78 height,Compound CRS
10499,RGF93 v2b / Lambert-93 + NGF-IGN69 height,Compound CRS
10500,RGF93 v2b / Lambert-93 + NGF-IGN78 height,Compound CRS
10507,RGF93 v2b + NGF-IGN78 height,Compound CRS
10516,NAD83(2011) / Adjusted Jackson (ftUS),Projected CRS
10545,ETRS89 + Cascais height,Compound CRS
10547,DKMSL(2022) depth,Vertical CRS
10548,DKLAT(2022) depth,Vertical CRS
10549,DKMSL(2023) depth,Vertical CRS
10550,DKLAT(2023) depth,Vertical CRS
10551,DKMSL depth ,Vertical CRS
10552,DKLAT depth,Vertical CRS
10553,ETRS89 + DKMSL(2022) depth,Compound CRS
10554,ETRS89 + DKLAT(2022) depth,Compound CRS
10555,ETRS89 + DKMSL(2023) depth,Compound CRS
10556,ETRS89 + DKLAT(2023) depth,Compound CRS
10565,GLLMSL(2022) height,Vertical CRS
10569,ETRF2020,Geocentric CRS
10570,ETRF2020,Geographic 3D CRS
10571,ETRF2020,Geographic 2D CRS
10588,CGVD28(HTv2.0) height,Vertical CRS
10592,WGS 84 / GLANCE Africa,Projected CRS
10594,WGS 84 / GLANCE Asia,Projected CRS
10596,WGS 84 / GLANCE Europe,Projected CRS
10598,WGS 84 / GLANCE North America,Projected CRS
10601,WGS 84 / GLANCE Oceania,Projected CRS
10603,WGS 84 / GLANCE South America,Projected CRS
10604,WGS 84 (G2296),Geocentric CRS
10605,WGS 84 (G2296),Geographic 3D CRS
10606,WGS 84 (G2296),Geographic 2D CRS
10622,NAD83(2011) / San Francisco SFO-B18 (ftUS),Projected CRS
10623,ECML14-IRF,Geographic 2D CRS
10626,ECML14 Grid,Projected CRS
10627,ECML14 Grid + ODN height,Compound CRS
10628,WC05-IRF,Geographic 2D CRS
10632,WC05 Grid,Projected CRS
10633,RGAF09 / UTM zone 20N + Martinique 1987 height,Compound CRS
10634,Saba,Geocentric CRS
10635,Saba,Geographic 3D CRS
10636,Saba,Geographic 2D CRS
10637,BES2020 Saba,Geocentric CRS
10638,BES2020 Saba,Geographic 3D CRS
10639,BES2020 Saba,Geographic 2D CRS
10641,Saba DPnet,Projected CRS
10642,Saba height,Vertical CRS
10643,Saba + Saba height,Compound CRS
10644,BES2020 Saba + Saba height,Compound CRS
10645,Saba DPnet + Saba height,Compound CRS
10649,GLMSL(2023) depth,Vertical CRS
10650,GLLAT(2023) depth,Vertical CRS
10651,GR96 + GLMSL(2023) depth,Compound CRS
10652,GR96 + GLLAT(2023) depth,Compound CRS
10659,ETRF2000 + EOMA 1980 height,Compound CRS
10660,HD72 / EOV + EOMA 1980 height,Compound CRS
10665,SIRGAS 2000 / Porto Alegre TM,Projected CRS
10669,RGM23,Geocentric CRS
10670,RGM23,Geographic 3D CRS
10671,RGM23,Geographic 2D CRS
10672,RGM23 (lon-lat),Geographic 3D CRS
10673,RGM23 (lon-lat),Geographic 2D CRS
10674,RGM23 / UTM zone 38S,Projected CRS
10678,BSCD2000 depth,Vertical CRS
10679,ETRS89 + BSCD2000 depth,Compound CRS
10686,Slovenia 1996 + SVS2000 height,Compound CRS
10687,Slovenia 1996 / Slovene National Grid + SVS2000 height,Compound CRS
10688,EUREF-FIN,Geocentric CRS
10689,EUREF-FIN,Geographic 3D CRS
10690,EUREF-FIN,Geographic 2D CRS
10691,EUREF-FIN + N60 height,Compound CRS
10692,EUREF-FIN + N2000 height,Compound CRS
10699,EUREF-FIN / UTM zone 34N,Projected CRS
10702,EUREF-FIN / UTM zone 36N,Projected CRS
10723,UZGD2024,Geocentric CRS
10724,UZGD2024,Geographic 3D CRS
10725,UZGD2024,Geographic 2D CRS
10726,UZGD2024 / UzREF24 zone 40,Projected CRS
10727,UZGD2024 / UzREF24 zone 41,Projected CRS
10728,UZGD2024 / UzREF24 zone 42,Projected CRS
10729,UZGD2024 / UzREF24 zone 43,Projected CRS
10731,ETRS89/DREF91/2016 / UTM zone 31N,Projected CRS
10732,ETRS89/DREF91/2016 / UTM zone 32N,Projected CRS
10733,ETRS89/DREF91/2016 / UTM zone 33N,Projected CRS
10734,Sint Eustatius,Geocentric CRS
10735,Sint Eustatius,Geographic 3D CRS
10736,Sint Eustatius,Geographic 2D CRS
10737,BES2020 Sint Eustatius,Geocentric CRS
10738,BES2020 Sint Eustatius,Geographic 3D CRS
10739,BES2020 Sint Eustatius,Geographic 2D CRS
10740,Sint Eustatius height,Vertical CRS
10741,Sint Eustatius + Sint Eustatius height,Compound CRS
10742,BES2020 Sint Eustatius + Sint Eustatius height,Compound CRS
10744,Sint Eustatius DPnet short,Projected CRS
10745,Sint Eustatius DPnet long,Projected CRS
10746,Sint Eustatius DPnet short + Sint Eustatius height,Compound CRS
10747,Sint Eustatius DPnet long + Sint Eustatius height,Compound CRS
10758,Bonaire,Geographic 2D CRS
10759,Bonaire DPnet,Projected CRS
10760,Bonaire 2004,Geocentric CRS
10761,Bonaire 2004,Geographic 3D CRS
10762,Bonaire 2004,Geographic 2D CRS
10763,Bonaire height,Vertical CRS
10764,Bonaire DPnet + Bonaire height,Compound CRS
10765,Bonaire 2004 + Bonaire height,Compound CRS
10773,SIRGAS 2000 / Ribeirao Preto Local TM,Projected CRS
10774,"EUREF-FIN / TM35FIN(E,N) + N2000 height",Compound CRS
10779,ITRF2020-u2023,Geocentric CRS
10780,ITRF2020-u2023,Geographic 3D CRS
10781,ITRF2020-u2023,Geographic 2D CRS
10783,IGb20,Geocentric CRS
10784,IGb20,Geographic 3D CRS
10785,IGb20,Geographic 2D CRS
10798,LibRef21,Geocentric CRS
10799,LibRef21,Geographic 3D CRS
10800,LibRef21,Geographic 2D CRS
10801,LibRef21 / UTM zone 28N,Projected CRS
10802,LibRef21 / UTM zone 29N,Projected CRS
10820,WGS 84 / Agriculture Canada Albers,Projected CRS
11114,MAGNA-SIRGAS 2018 / Colombia Far West zone,Projected CRS
11115,MAGNA-SIRGAS 2018 / Colombia West zone,Projected CRS
11116,MAGNA-SIRGAS 2018 / Colombia Bogota zone,Projected CRS
11117,MAGNA-SIRGAS 2018 / Colombia East Central zone,Projected CRS
11118,MAGNA-SIRGAS 2018 / Colombia East zone,Projected CRS
20000,SVD2006 height,Vertical CRS
20001,ETRS89 + SVD2006 height,Compound CRS
20002,MWC18 Grid,Projected CRS
20003,MWC18 Grid + ODN height,Compound CRS
20004,Pulkovo 1995 / Gauss-Kruger zone 4,Projected CRS
20005,Pulkovo 1995 / Gauss-Kruger zone 5,Projected CRS
20006,Pulkovo 1995 / Gauss-Kruger zone 6,Projected CRS
20007,Pulkovo 1995 / Gauss-Kruger zone 7,Projected CRS
20008,Pulkovo 1995 / Gauss-Kruger zone 8,Projected CRS
20009,Pulkovo 1995 / Gauss-Kruger zone 9,Projected CRS
20010,Pulkovo 1995 / Gauss-Kruger zone 10,Projected CRS
20011,Pulkovo 1995 / Gauss-Kruger zone 11,Projected CRS
20012,Pulkovo 1995 / Gauss-Kruger zone 12,Projected CRS
20013,Pulkovo 1995 / Gauss-Kruger zone 13,Projected CRS
20014,Pulkovo 1995 / Gauss-Kruger zone 14,Projected CRS
20015,Pulkovo 1995 / Gauss-Kruger zone 15,Projected CRS
20016,Pulkovo 1995 / Gauss-Kruger zone 16,Projected CRS
20017,Pulkovo 1995 / Gauss-Kruger zone 17,Projected CRS
20018,Pulkovo 1995 / Gauss-Kruger zone 18,Projected CRS
20019,Pulkovo 1995 / Gauss-Kruger zone 19,Projected CRS
20020,Pulkovo 1995 / Gauss-Kruger zone 20,Projected CRS
20021,Pulkovo 1995 / Gauss-Kruger zone 21,Projected CRS
20022,Pulkovo 1995 / Gauss-Kruger zone 22,Projected CRS
20023,Pulkovo 1995 / Gauss-Kruger zone 23,Projected CRS
20024,Pulkovo 1995 / Gauss-Kruger zone 24,Projected CRS
20025,Pulkovo 1995 / Gauss-Kruger zone 25,Projected CRS
20026,Pulkovo 1995 / Gauss-Kruger zone 26,Projected CRS
20027,Pulkovo 1995 / Gauss-Kruger zone 27,Projected CRS
20028,Pulkovo 1995 / Gauss-Kruger zone 28,Projected CRS
20029,Pulkovo 1995 / Gauss-Kruger zone 29,Projected CRS
20030,Pulkovo 1995 / Gauss-Kruger zone 30,Projected CRS
20031,Pulkovo 1995 / Gauss-Kruger zone 31,Projected CRS
20032,Pulkovo 1995 / Gauss-Kruger zone 32,Projected CRS
20033,MWC18-IRF,Geographic 2D CRS
20034,CGVD2013a(2002) height,Vertical CRS
20035,CGVD2013a(1997) height,Vertical CRS
20036,INAGeoid2020 v2 height,Vertical CRS
20037,NAD83(CSRS)v4 + CGVD2013a(2002) height,Compound CRS
20038,NAD83(CSRS)v3 + CGVD2013a(1997) height,Compound CRS
20039,SIRGAS-Chile 2021,Geocentric CRS
20040,SIRGAS-Chile 2021,Geographic 3D CRS
20041,SIRGAS-Chile 2021,Geographic 2D CRS
20042,SIRGAS-Chile 2021 / UTM zone 12S,Projected CRS
20043,SRGI2013 + INAGeoid2020 v2 height,Compound CRS
20044,MAGNA-SIRGAS 2018,Geocentric CRS
20045,MAGNA-SIRGAS 2018,Geographic 3D CRS
20046,MAGNA-SIRGAS 2018,Geographic 2D CRS
20047,GDA2020 / BCSG2020,Projected CRS
20048,SIRGAS-Chile 2021 / UTM zone 18S,Projected CRS
20049,SIRGAS-Chile 2021 / UTM zone 19S,Projected CRS
20050,NAD83(2011) / Amtrak NECCS21 (ft),Projected CRS
20135,Adindan / UTM zone 35N,Projected CRS
20136,Adindan / UTM zone 36N,Projected CRS
20137,Adindan / UTM zone 37N,Projected CRS
20138,Adindan / UTM zone 38N,Projected CRS
20249,AGD66 / AMG zone 49,Projected CRS
20250,AGD66 / AMG zone 50,Projected CRS
20251,AGD66 / AMG zone 51,Projected CRS
20252,AGD66 / AMG zone 52,Projected CRS
20253,AGD66 / AMG zone 53,Projected CRS
20254,AGD66 / AMG zone 54,Projected CRS
20255,AGD66 / AMG zone 55,Projected CRS
20256,AGD66 / AMG zone 56,Projected CRS
20257,AGD66 / AMG zone 57,Projected CRS
20258,AGD66 / AMG zone 58,Projected CRS
20349,AGD84 / AMG zone 49,Projected CRS
20350,AGD84 / AMG zone 50,Projected CRS
20351,AGD84 / AMG zone 51,Projected CRS
20352,AGD84 / AMG zone 52,Projected CRS
20353,AGD84 / AMG zone 53,Projected CRS
20354,AGD84 / AMG zone 54,Projected CRS
20355,AGD84 / AMG zone 55,Projected CRS
20356,AGD84 / AMG zone 56,Projected CRS
20436,Ain el Abd / UTM zone 36N,Projected CRS
20437,Ain el Abd / UTM zone 37N,Projected CRS
20438,Ain el Abd / UTM zone 38N,Projected CRS
20439,Ain el Abd / UTM zone 39N,Projected CRS
20440,Ain el Abd / UTM zone 40N,Projected CRS
20499,Ain el Abd / Bahrain Grid,Projected CRS
20538,Afgooye / UTM zone 38N,Projected CRS
20539,Afgooye / UTM zone 39N,Projected CRS
20790,Lisbon (Lisbon) / Portuguese National Grid,Projected CRS
20791,Lisbon (Lisbon) / Portuguese Grid,Projected CRS
20822,Aratu / UTM zone 22S,Projected CRS
20823,Aratu / UTM zone 23S,Projected CRS
20824,Aratu / UTM zone 24S,Projected CRS
20904,GSK-2011 / Gauss-Kruger zone 4,Projected CRS
